雲林客運,101,斗六棒球場-受天宮-環球科技大學,3,凱勝比亞迪,KGETM3EV-K9DA
雲林客運,102,斗六火車站-崙仔集會所,3,凱勝比亞迪,KGETM3EV-K9DA
雲林客運,201,高鐵雲林站-雲林科技大學,6,馨盛比亞迪,SYTCITY8E-K9
